Date,NDVI
2017-05-22,0.3578869097257534
2017-11-28,0.18654702131949324
2017-11-28,0.19807793818939587
2017-12-08,0.2699603656035715
2017-12-08,0.2819362797244113
2017-12-28,0.276421278795307
2017-12-28,0.2749801685729971
2018-01-07,0.30998746566268115
2018-01-07,0.3207184590710176
2018-01-17,0.3534708235572536
2018-01-17,0.3614777031886377
2018-01-22,0.3702039237408222
2018-02-01,0.42541631469388874
2018-02-01,0.4421840593131325
2018-04-22,0.7778836141905373
2018-05-07,0.863743624292527
2018-05-07,0.8297890480833269
2018-05-22,0.9179606913224004
2018-05-22,0.8855716049299244
2018-06-11,0.9069174457682986
2018-06-11,0.8775677537023481
2018-06-26,0.8880459876714653
2018-06-26,0.8838779617195551
2018-07-01,0.8833482304323613
2018-07-01,0.8514970889510152
2018-07-06,0.8282829962247256
2018-07-26,0.3222073578688681
2018-07-31,0.25778089426257583
2018-09-24,0.18482778010436757
2018-09-24,0.19383547044370353
2018-09-29,0.1887395442124834
2018-10-09,0.16436026035015872
2018-10-19,0.18563735868142875
2018-10-29,0.12083863642381351
2018-10-29,0.08702780713300448
2018-11-13,0.21691864962370788
2018-11-13,0.22879084477620287
2018-11-18,0.24045737213496368
2018-11-18,0.2542158156618615
2018-12-08,0.1703551463756386
2018-12-08,0.19716829105173878
2019-01-17,0.2500386959608402
2019-01-17,0.2340875391772561
2019-01-22,0.2541588384135121
2019-02-26,0.19301968439621608
2019-02-26,0.1794618498631383
2019-03-28,0.1821665452811846
2019-04-17,0.16693237739381578
2019-04-17,0.14203703414695265
2019-05-12,0.29231538457643846
2019-08-25,0.2634732367292207
2019-08-25,0.24973848987445893
2019-09-19,0.16552976614742757
2019-09-19,0.18467185328821106
2019-10-09,0.17288179494262818
2019-10-29,0.3888092624802254
2019-10-29,0.5447740542763885
2019-11-18,0.6355447620196397
2019-12-08,0.6204526814662784
2019-12-08,0.6327934100304156
2019-12-23,0.6647526981007514
2019-12-23,0.6784466591884519
2020-02-01,0.1773310418709335
2020-02-01,0.18898414926840595
2020-02-06,0.16955402590575347
2020-02-06,0.16603402504486767
2020-02-11,0.16648520450200305
2020-03-02,0.16362953711004397
2020-03-27,0.175200077865652
2020-03-27,0.16830974666961562
2020-04-06,0.1616002689872392
2020-04-16,0.1567569730417974
2020-04-16,0.16971543971272227
2020-04-21,0.16494671240360717
2020-04-21,0.17190056489682567
2020-04-26,0.1550788423253829
2020-04-26,0.16481622610206526
2020-05-06,0.17611261747749868
2020-05-06,0.1817481748199656
2020-05-21,0.1830054019531073
2020-05-21,0.1792137231044111
2020-05-31,0.19732344816383762
2020-05-31,0.16821322184540924
2020-06-25,0.25487788422752106
2020-06-25,0.25593339513651364
2020-08-24,0.463292209608644
2020-08-24,0.4106618717088363
2020-09-18,0.3691887434272983
2020-11-02,0.33240270579138315
2020-12-17,0.23257535302019888
2020-12-17,0.30846886618770275
2020-12-27,0.13349847800338832
2020-12-27,0.14289112533632367
2021-05-31,0.25752455032324145
2021-05-31,0.2532644103872857
2021-06-05,0.32564443156275075
2021-06-15,0.32891984782727207
2021-07-20,0.5849929348526591
2021-07-20,0.5735523700528083
2021-08-04,0.7164972203888884
2021-08-04,0.6497433937803306
2021-09-08,0.3404288051925954
2021-10-03,0.26228530519873255
2021-11-02,0.1872807630216118
2021-11-17,0.16178977295122893
2021-11-17,0.17554327433999048
2021-11-22,0.18794345579615193
2021-11-22,0.19694464891891095
2021-12-02,0.20924106974590256
2022-01-21,0.05332094416555033
2022-01-26,0.21648759261009742
2022-01-31,0.20172218873365755
2022-03-17,0.23408331083234785
2022-03-17,0.2376405272953428
2022-04-16,0.22908397423385213
2022-04-21,0.25153471025841734
2022-07-10,0.4609909005597352
2022-07-10,0.48219663778718647
2022-08-14,0.17856372108810756
2022-10-08,0.1661110010652315
2022-10-08,0.16755389974762994
2022-10-18,0.16867622691377537
2022-10-18,0.168279989149365
2023-01-11,0.17520640870310272
2023-01-21,0.3783570948560955
2023-01-21,0.33264174305572175
2023-02-15,0.4310188978631633
2023-03-27,0.5575862976725139
2023-05-21,0.6731366086119493
2023-05-26,0.6258548098146879
2023-06-10,0.6960222640251162
2023-06-10,0.6735458177844579
2023-06-15,0.6309170614872005
2023-06-25,0.48159309530640704
2023-11-17,0.37856369711201726
2023-11-17,0.3572394373106725
2024-01-01,0.43166272191462185
2024-01-01,0.4043967447547268
2024-01-26,0.5882773536207391
2024-01-26,0.5624910603249793
2024-02-25,0.7492954718516612
2024-03-16,0.7284921991192401
2024-04-30,0.1426818943816646
2024-05-20,0.717520862574746
2024-07-19,0.2241525979604314
2024-07-19,0.2178082115861137
2024-07-29,0.19201145232953384
2024-08-23,0.2327921434044823
2024-10-27,0.4617910469273298
2024-11-11,0.46701673964864904
2024-11-26,0.43298736951389144
2024-11-26,0.43830863459559927
2025-01-10,0.44261814318256254
2025-01-25,0.5312349334729007
2025-01-25,0.5182042072873384
2025-01-30,0.5774938744662154
2025-01-30,0.5513585861050851
2025-03-06,0.6151417118615857
2025-03-06,0.5892054149867207
2025-03-31,0.5950747565718817
2025-04-02,0.6181707231806635
2025-04-02,0.5881207362632986
2025-04-05,0.6606692101418107
2025-04-05,0.629546309035441
2025-04-20,0.20345467503545994
2025-05-10,0.14583494085971396
2025-05-10,0.24973732550165081
2025-05-12,0.6074025683081256
2025-05-12,0.5826369563173102
2025-05-20,0.6142565367589937
2025-05-20,0.586024490325692
2025-06-11,0.5402414180224919
2025-06-14,0.5028448331960957
2025-06-19,0.3579136065605051
2025-06-19,0.35539830468555217
